CARD,SUBBED OUT,SUBBED IN,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE: A book or series that received ten votes or less.,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE: Not written by Jeff VanderMeer or China Miéville.,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE: Three or more authors.,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE: Not based in Britain or Ireland.,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE: Characters are not originally from Earth. It is acceptable for the characters to be descendants of Earthlings as long as they are not themselves from Earth.,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE: Not on r/Fantasy’s Favorite Standalones List.,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE: A YA book with an anti-hero.,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE: Must read a current selection of either a book club or readalong and participate in the discussion.,SQUARE 9: TITLE,SQUARE 9: AUTHOR,"SQUARE 9: HARD MODE: Weapon has a unique name. Examples: Excalibur from Arthurian legend, Dragnipur in Malazan, Sting in Lord of the Rings, etc.",SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE: Revolution/Rebellion is the main focus of the plot.,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE: The title has the character’s first and last name. Example: The First Fifteen Lives of Harry August.,SQUARE 12: TITLE,SQUARE 12: AUTHOR,"SQUARE 12: HARD MODE: Initials are a pseudonym and not from the author’s actual name. Examples: T. Kingfisher or K. J. Parker. ADDENDUM: Please do not go snooping to see if a name fits. If it isn't clear based on an author's webpage or social media, assume that it is their real name.",SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE: It's also a debut novel--as in it's the author's first published novel.,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE: Book has an LGBTQ+ POV character.,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE: Author is of African heritage.,SQUARE 16: TITLE,SQUARE 16: AUTHOR,"SQUARE 16: HARD MODE: Non-humanoid protagonist. No elves, angels, dwarves, hobbits, or humanoid aliens.",SQUARE 17: TITLE,SQUARE 17: AUTHOR,"SQUARE 17: HARD MODE: No time travel. Book involves something off about time that’s not necessarily time travel. Example: In The Chronicles of Narnia, time moves at a different speed in Narnia than in the real world.",SQUARE 18: TITLE OF COLLECTION/ANTHOLOGY (go to 18A if you did 5 short stories),SQUARE 18: AUTHOR/EDITOR (go to 18A if you did 5 short stories),SQUARE 18: HARD MODE: Read an entire SFF anthology or collection.,SQUARE 18A: Title of Short Story #1 (Do not fill out if you read all of a collection/anthology),SQUARE 18A: Author of Short Story #1,SQUARE 18B: Title of Short Story #2 (Do not fill out if you read all of a collection/anthology),SQUARE 18B: Author of Short Story #2,SQUARE 18C: Title of Short Story #3 (Do not fill out if you read all of a collection/anthology),SQUARE 18C: Author of Short Story #3,SQUARE 18D: Title of Short Story #4 (Do not fill out if you read all of a collection/anthology),SQUARE 18D: Author of Short Story #4,SQUARE 18E: Title of Short Story #5 (Do not fill out if you read all of a collection/anthology),SQUARE 18E: Author of Short Story #5,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE: Not The Stormlight Archive or any books in the linked list.,SQUARE 20: TITLE,SQUARE 20: AUTHOR,"SQUARE 20: HARD MODE: Self-published and has fewer than 100 ratings on Goodreads, OR an indie publisher that has done an AMA with r/Fantasy.",SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE: Neither Hugo-nominated nor Nebula-nominate.,SQUARE 22: TITLE,SQUARE 22: AUTHOR,SQUARE 22: HARD MODE: A book written by an Indigenous author.,SQUARE 23: TITLE,SQUARE 23: AUTHOR,"SQUARE 23: HARD MODE: Most prominent shifter is not a wolf/dog shifter. For instance, werewolves can exist but can’t be the most notable shifter characters/main characters.",SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE: Title is three words or more.,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE: Features at least three generations in a single family.
144.0,,,China Mountain Zhang,Maureen F. McHugh,Yes,Semiosis,Sue Burke,Yes,Tales From the Crucible: A KeyForge Anthology,Charlotte Llewelyn-Wells,Yes,John Crow’s Devil,Marlon James,Yes,Excession,Iain M. Banks,Yes,The Kingdoms,Natasha Pulley,Yes,Six of Crows,Leigh Bardugo,Yes,The Magpie Lord,K.J. Charles,Yes,The Path of Daggers,Robert Jordan,Yes,Babel,R.F. Kuang,Yes,Sherlock Holmes and the Shadwell Shadows,James Lovegrove,Yes,Ring Shout,P. Djèlí Clark,Yes,The Ballad of Perilous Graves,Alex Jennings,Yes,The Angel of the Crows,Katherine Addison,Yes,The Killing Moon,N.K. Jemisin,Yes,"The Galaxy, and the Ground Within",Becky Chambers,Yes,The Bromeliad,Terry Pratchett,Yes,Stories of Your Life and Others,Ted Chiang,Yes,,,,,,,,,,,Hystopia,David Means,Yes,Radio,J. Rushing,Yes,The Gone-Away World,Nick Harkaway,Yes,The Only Good Indians,Stephen Graham Jones,Yes,Mythos: The Greek Myths Retold,Stephen Fry,Yes,We Are Legion (We Are Bob),Dennis E. Taylor,Yes,The Tensorate Series,Neon Yang,Yes
145.0,,,Inda,Sherwood Smith,Yes,The Smoke Ring,Larry Niven,Yes,Monstress,"Marjorie Liu, Sana Takeda",,Lord of Two Lands,Judith Tarr,Yes,Leviathan,Jack Campbell,Yes,The Kaiju Preservation Society,John Scalzi,Yes,Quantum Shadows,L.E. Modesitt Jr.,,Legends & Lattes,Travis Baldree,,The Light of All That Falls,James Islington,Yes,Ascender,Jeff Lemire,Yes,Usagi Yojimbo,Stan Sakai,Yes,Paladin's Hope,T. Kingfisher,Yes,The Golden Enclaves,Naomi Novik,,The One Who Eats Monsters,Casey Matthews,Yes,Iyanu Child of Wonder,Roye Okupe,Yes,Twig,Scottie Young,,Dragonflight,Anne McCaffrey,,The King Must Fall,Adrian Collins,Yes,,,,,,,,,,,The Speed of Dark,Elizabeth Moon,Yes,The Wandering Inn,Pirateaba,Yes,Kushiel's Chosen,Jacqueline Carey,Yes,A Master of Djinn,P. Djèlí Clark,,The Unkindest Tide,Seanan McGuire,Yes,Amongst Our Weapons,Ben Aaronovitch,Yes,The Hollow Empire,Sam Hawke,Yes
146.0,Set in Africa,Comfort read 2021,A Taste of Honey,Kai Ashante Wilson,Yes,A Desolation Called Peace,Arkady Martine,Yes,Nemesis Games,James S.A. Corey,,A Master of Djinn,P. Djèlí Clark,Yes,Redshirts,John Scalzi,,"Girl, Serpent, Thorn",Melissa Bashardoust,Yes,The Cruel Prince,Holly Black,Yes,The Wolf and the She-Bear,Morgan Stang,,Valedor,Guy Haley,,The Library at Mount Char,Scott Hawkins,Yes,Waylander,David Gemmell,,How to Rule an Empire and Get Away With It,K.J. Parker,Yes,Empire under a dying sun,Joseph O. Doran,,The marked,Lilith Saintcrow,,Underlord,Will Wight,,"The Galaxy, and the Ground Within",Becky Chambers,Yes,Light from Uncommon Stars,Ryka Aoki,Yes,The State of the Art,Iain M. Banks,Yes,,,,,,,,,,,After Atlas,Emma Newman,Yes,The Gaia Effect,Claire Buss,Yes,The Silent Strength of Stones,Nina Kiriki Hoffman,,Jade War,Fonda Lee,,Elfenmacht,Bernhard Hennen,Yes,Warrior,Marie Brennan,,The Broken Ones,Danielle L. Jensen,
147.0,,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,The Fifth Season,N.K. Jemisin,Yes,Dragons of Deceit,"Margaret Weis, Tracy Hickman",,The Tower of Fools,Andrzej Sapkowski,Yes,Caliban's War,James S.A. Corey,,Warrior of the Altaii,Robert Jordan,Yes,The Traitor Baru Cormorant,Seth Dickinson,,The Blade Itself,Joe Abercrombie,,Ahsoka,E.K. Johnston,,The Three-Body Problem,Cixin Liu,Yes,Dirk Gently's Holistic Detective Agency,Douglas Adams,Yes,The Silmarillion,J.R.R. Tolkien,,The Kaiju Preservation Society,John Scalzi,,Summer Knight,Jim Butcher,,Rosewater,Tade Thompson,Yes,His Majesty's Dragon,Naomi Novik,Yes,The Space Between Worlds,Micaiah Johnson,Yes,Skin and Other Stories,Roald Dahl,Yes,,,,,,,,,,,Borderline,Mishell Baker,Yes,The Nothing Within,Andy Giesler,,Gideon the Ninth,Tamsyn Muir,,Wild Seed,Octavia E. Butler,,The Cloud Roads,Martha Wells,Yes,Oathbringer,Brandon Sanderson,,Fool's Errand,Robin Hobb,
148.0,BIPOC Author,Cat Squasher 2021,Captive Prince,C.S. Pacat,Yes,The Ninth Rain,Jen Williams,Yes,The Adventure Zone: the Crystal Kingdom,"Clint McElroy, Griffin McElroy, Justin McElroy, Travis McElroy, Carey Pietsch",Yes,A Secret of Birds & Bone,Kiran Millwood Hargrave,Yes,Children of Time,Adrian Tchaikovsky,Yes,Wonderwoman: Warbringer,Leigh Bardugo,Yes,Clariel,Garth Nix,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,Sufficiently Advanced Magic,Andrew Rowe,Yes,Idols Fall,Mike Shel,Yes,The Invisible Life of Addie LaRue,V.E. Schwab,Yes,Purple and Black,K.J. Parker,Yes,Legends & Lattes,Travis Baldree,Yes,The Rules and Regulations for Mediating Myths & Magic,F.T. Lukens,Yes,Raybearer,Jordan Ifueko,Yes,The Dark Portal,Robin Jarvis,Yes,The Library at Mount Char,Scott Hawkins,Yes,Bee and Puppycat Volume 1,"Natasha Allegri , Garrett Jackson , Madeleine Flores , Frank Gibson , Becky Dreistadt (Illustrator) , Anissa Espinosa , Tait Howard , Ian McGinty , T. Zysk , Mad Rupert , Coleman Engle , Aimee Fleck , Pranas Naujokaitis",Yes,,,,,,,,,,,Half a Soul,Olivia Atwater,Yes,Seasons of Albadone,"Élan Marché , Christopher Warman",Yes,Voice of War,Zack Argyle,Yes,The Ember Blade,Chris Wooding,Yes,Nice Dragons Finish Last,Rachel Aaron,Yes,"Oh, That Shotgun Sky",Sarah Chorn & Virginia McClain,Yes,Ship of Magic,Robin Hobb,Yes
149.0,,,Sufficiently Advanced Magic,Andrew Rowe,,The Combat Codes,Alexander Darwin,Yes,Cold as Hell,"Rhett C. Bruno, Jaime Castle",,The Bear and the Nightingale,Katherine Arden,Yes,For We Are Many,Dennis E. Taylor,,Piranesi,Susanna Clarke,Yes,The Maleficent Seven,Cameron Johnston,,Gardens of the Moon,Steven Erikson,,Empire of the Vampire,Jay Kristoff,Yes,I'm in Love with the Villainess Vol. 2,Inori,,Nottingham: The True Story of Robyn Hood,Anna Burke,Yes,The Raven and the Reindeer,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,Iron & Velvet,Alexis Hall,Yes,A Dead Djinn in Cairo,P. Djèlí Clark,Yes,Cleaver's Edge,Actus,,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Yes,Silk & Steel,Janine A. Southard,Yes,,,,,,,,,,,The Heretic’s Guide to Homecoming,Sienna Tristen,Yes,Blackflame,Will Wight,,The Invisible Life of Addie LaRue,V.E. Schwab,,The Ballad of Black Tom,Victor LaValle,,Sorcery of Thorns,Margaret Rogerson,Yes,All Systems Red,Martha Wells,Yes,The Goddess of Nothing At All,Cat Rector,Yes
150.0,,,The Poison Song,Jen Williams,Yes,The Girl and the Stars,Mark Lawrence,Yes,The Alchemy of Sorrows,"M.L. Wang , Intisar Khanani , K.S. Villoso , Virginia McClain , Sonya M. Black , Angela Boord , Levi Jacobs , Krystle Matar , Quenby Olson , Carol A. Park , Madolyn Rogers , Rachel Emma Shaw, Clayton W. Snyder , Sarah Chorn",Yes,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,Yes,Shards of Earth,Adrian Tchaikovsky,Yes,Babel,R.F. Kuang,Yes,The Cruel Prince,Holly Black,Yes,Magic for Liars,Sarah Gailey,Yes,Locklands,Robert Jackson Bennett,Yes,Furysong,Rosaria Munda,Yes,The First Fifteen Lives of Harry August,Claire North,Yes,Nettle & Bone,T. Kingfisher,Yes,The Book Eaters,Sunyi Dean,Yes,The Last Sun,K.D. Edwards,Yes,Raybearer,Jordan Ifueko,Yes,Watership Down,Richard Adams,Yes,The Lost Metal,Brandon Sanderson,Yes,Art of War,Petros Triantafyllou,Yes,,,,,,,,,,,The Paradox Hotel,Rob Hart,Yes,The World Maker Parable,Luke Tarzian,Yes,Priest of Bones,Peter McLean,Yes,Black Sun,Rebecca Roanhorse,Yes,The Light of All That Falls,James Islington,Yes,Perdido Street Station,China Miéville,Yes,The Grace of Kings,Ken Liu,Yes
151.0,Book Club or Readalong Book,Cat Squasher 2021,Silver in the Wood,Emily Tesh,Yes,Die 13 1/2 Leben des Käpt'n Blaubär,Walter Moers,Yes,Wastelands: Stories of the Apocalypse,John Joseph Adams,Yes,Mexican Gothic,Silvia Moreno-Garcia,Yes,The Tea Master and the Detective,Aliette de Bodard,Yes,The Invisible Life of Addie LaRue,V.E. Schwab,Yes,The Cruel Prince,Holly Black,Yes,The Bonehunters,Steven Erikson,Yes,Daughter of the Moon Goddess,Sue Lynn Tan,Yes,Mistborn,Brandon Sanderson,Yes,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Yes,The Raven and the Reindeer,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,The LAmb Will Slaughter the Lion,Margaret Killjoy,Yes,The Sorcerer of the Wildeeps,Kai Ashante Wilson,Yes,Marlfox,Brian Jacques,Yes,Slade House,David Mitchell,Yes,Fear,R. L. Stine,Yes,,,,,,,,,,,In the Shadow of Spindrift House,Mira Grant,Yes,Cursed Cocktails,S.L. Rowland,Yes,The Hunger,Alma Katsu,Yes,The Marrow Thieves,Cherie Dimaline,Yes,Nimona,N.D. Stevenson,Yes,Moon Over Soho,Ben Aaronovitch,Yes,Die Verlobten des Winters,Christelle Dabos,Yes
152.0,Book Club or Readalong Book,Ace/Aro Spec Fic 2020,Greenhollow Duology,Emily Tesh,Yes,The Keeper's Six,Kate Elliott,Yes,The Way Spring Arrives and Other Stories,Yu Chen & Regina Kanyu Wang,Yes,The Ten Thousand Doors of January,Alix E. Harrow,Yes,Ancestral Night,Elizabeth Bear,Yes,Piranesi,Susanna Clarke,Yes,The Thief,Megan Whalen Turner,Yes,Three Seeking Stars,Avi Silver,Yes,Daughter of the Moon Goddess,Sue Lynn Tan,Yes,The Unbroken,C.L. Clark,Yes,The Dream-Quest of Vellitt Boe,Kij Johnson,Yes,The Mask of Mirrors,M.A. Carrick,Yes,A Comb of Wishes,Lisa Stringfellow,Yes,Jade City,Fonda Lee,Yes,Children of Blood and Bone,Tomi Adeyemi,Yes,The Raven Tower,Ann Leckie,Yes,The Space Between Worlds,Micaiah Johnson,Yes,The Tangleroot Palace,Marjorie M. Liu,Yes,,,,,,,,,,,The Calculating Stars,Mary Robinette Kowal,Yes,The Necessity of Stars,E. Catherine Tobler,Yes,Alphabet of Thorn,Patricia A. McKillip,Yes,A Snake Falls to Earth,Darcie Little Badger,Yes,The Turning,Emily Whitman,Yes,This Poison Heart,Kalynn Bayron,Yes,Cyrk Martwych Makabresek,Aneta Jadowska,Yes
153.0,Anti-Hero,Debut Author 2021,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,An Alchemy of Masques and Mirrors,Curtis Craddock,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,The Fated Sky,Mary Robinette Kowal,Yes,Our Lady of Endless Worlds,Lina Rather,Yes,The Girl and the Ghost,Hanna Alkaf,Yes,The Tethered Mage,Melissa Caruso,Yes,The Very Secret Society of Irregular Witches,Sangu Mandanna,,The Ruin of Kings,Jenn Lyons,Yes,City of Stairs,Robert Jackson Bennett,,Harry Potter und der Gefangene von Askaban,J.K. Rowling,Yes,The Ruthless Lady's Guide to Wizardry,C.M. Waggoner,,Szczwane Sztuczki,Aneta Jadowska,,Przysługa dla Czarnoksiężnika,Magdalena Kubasiewicz,,A Song of Wraiths and Ruin,Roseanne A. Brown,Yes,Blood of Tyrants,Naomi Novik,Yes,The Citadel of Weeping Pearls,Aliette de Bodard,Yes,Grimms' Fairy Tales,Brothers Grimm,Yes,,,,,,,,,,,The Queen of Attolia,Megan Whalen Turner,Yes,Princess Floralinda and the Forty-Flight Tower,Tamsyn Muir,Yes,Jade War,Fonda Lee,Yes,Pet,Akwaeke Emezi,,The Hand of the Sun King,J.T. Greathouse,Yes,Warrior,Marie Brennan,,Darkwhispers,Vashti Hardy,
154.0,,,Sheepfarmer's Daughter,Elizabeth Moon,Yes,Tone of Voice,Kaia Sønderby,Yes,Ruby Fever,Ilona Andrews,,The Angel's Game,Carlos Ruiz Zafón,Yes,Project Hail Mary,Andy Weir,,The Language of Roses,Heather Rose Jones,Yes,Six of Crows,Leigh Bardugo,Yes,A Strange and Stubborn Endurance,Foz Meadows,Yes,Terciel & Elinor,Garth Nix,Yes,Babel,R.F. Kuang,Yes,Bessie Bell and the Goblin King,Charlotte E. English,Yes,Sin & Chocolate,K.F. Breene,,Legends & Lattes,Travis Baldree,Yes,The Hexed & The Hunted,Melissa Marr,Yes,Redemptor,Jordan Ifueko,Yes,The Bees,Laline Paull,Yes,Unraveling the Threads of Fate,Alice Winters,Yes,It Gets Even Better: Stories of Queer Possibility,"Isabela Oliveira, Jed Sabin",Yes,,,,,,,,,,,Mindtouch,M.C.A. Hogarth,Yes,Ambush or Adore,Gail Carriger,,The Four Profound Weaves,R.B. Lemberg,,The Witch King,H.E. Edgmon,Yes,Meow,Skye MacKinnon,Yes,This Potion Is da Bomb,Honor Raconteur,Yes,Wizard of the Grove,Tanya Huff,Yes
155.0,,,Where Oblivion Lives,T. Frohock,Yes,Thornfruit,Felicia Davin,Yes,The Vela: Salvation,"Ashley Poston, Maura Milan, Nicole Givens Kurtz, Sangu Mandanna",Yes,The Map of Salt and Stars,Zeyn Joukhadar,Yes,The Outside,Ada Hoffmann,Yes,Lycanthropy and Other Chronic Illnesses,Kristen O'Neal,Yes,The Gilded Wolves,Roshani Chokshi,Yes,Machinehood,S.B. Divya,Yes,Elric of Melniboné,Michael Moorcock,Yes,For a Muse of Fire,Heidi Heilig,Yes,The Many Daughters of Afong Moy,Jamie Ford,Yes,The Hollow Places,T. Kingfisher,Yes,The Final Strife,Saara El-Arifi,Yes,The Girls Are Never Gone,Sarah Glenn Marsh,Yes,Akata Witch,Nnedi Okorafor,Yes,Pod,Laline Paull,Yes,A Curse of Roses,Diana Pinguicha,Yes,Rebuilding Tomorrow,Tsana Dolichva,Yes,,,,,,,,,,,A Walrus and a Gentleman,Emmaline Strange,Yes,Familiars and Foes,Helen Vivienne Fletcher,Yes,Roots of Corruption,Laura Laakso,Yes,Black Sun,Rebecca Roanhorse,Yes,Where Shadows Lie,Allegra Pescatore,Yes,By Winged Chair,Kendra Merritt,Yes,Midnight at the Blackbird Cafe,Heather Webber,Yes
156.0,,,Strange Practice,Vivian Shaw,Yes,Mexican Gothic,Silvia Moreno-Garcia,Yes,The Memory Librarian: And Other Stories of Dirty Computer,"Janelle Monáe, Yohanca Delgado, Eve L. Ewing, Alaya Dawn Johnson, Danny Lore, Sheree Renée Thomas",Yes,The Hidden Palace,Helene Wecker,Yes,Shards of Earth,Adrian Tchaikovsky,Yes,The Kingdoms,Natasha Pulley,Yes,Malice,Heather Walter,Yes,Bluebird,Ciel Pierlot,Yes,The Chronicles of Amber,Roger Zelazny,Yes,Soulstar,C.L. Polk,Yes,Olivia Stone and the Trouble with Trixies,Jeffery E Doherty,Yes,Over the Woodward Wall,A. Deborah Baker,Yes,Legends & Lattes,Travis Baldree,Yes,A Marvellous Light,Freya Marske,Yes,The Rosewater Insurrection,Tade Thompson,Yes,The Wind in the Willows,Kenneth Grahame,Yes,Lifelode,Jo Walton,Yes,Black Stars,"Nisi Shawl, Nnedi Okorafor, Chimamanda Ngozi Adichie, C.T. Rwizi, Nalo Hopkinson, Victor LaValle",Yes,,,,,,,,,,,The Midnight Library,Matt Haig,Yes,Wards of the Roses,Celia Lake,Yes,My Soul to Keep,Tananarive Due,Yes,The Removed,Brandon Hobson,Yes,Wicked Fox,Kat Cho,Yes,Amongst Our Weapons,Ben Aaronovitch,Yes,The House of the Spirits,Isabel Allende,Yes
157.0,,,The Last Sun,K.D. Edwards,,A Natural History of Dragons,Marie Brennan,Yes,Magic Burns,Ilona Andrews,,The Underground Railroad,Colson Whitehead,Yes,Three Arachnids in a Warship,Michael Coolwood,Yes,The Witches of Moonshyne Manor,Bianca Marais,Yes,The Ledberg Runestone,Patrick Donovan,,The Very Secret Society of Irregular Witches,Sangu Mandanna,,The Blue Sword,Robin McKinley,Yes,The Golden Enclaves,Naomi Novik,Yes,Lavinia,Ursula K. Le Guin,,The Lord of Stariel,A.J. Lancaster,,Amongst Our Weapons,Ben Aaronovitch,,Moonheart,Charles de Lint,,A Master of Djinn,P. Djèlí Clark,,The Last Unicorn,Peter S. Beagle,Yes,A Catalogue of Catastrophe,Jodi Taylor,,,,,Variations on a Theme from Turandot,Ada Hoffmann,Spinning Silver,Naomi Novik,Where Oaken Hearts Do Gather,Sarah Pinsker,They're Made Out of Meat,Terry Bisson,For Lack of a Bed,John Wiswell,Jewel of the Endless Erg,John Bierce,Yes,The Sea-Stone Sword,Joel Cornah,,The Ghost Bride,Yangsze Choo,Yes,The Library of the Dead,T.L. Huchu,,The Cloud Roads,Martha Wells,Yes,We Ride Upon Sticks,Quan Barry,Yes,The Devouring Gray,Christine Lynn Herman,
158.0,,,Nona the Ninth,Tamsyn Muir,,The Book of Koli,M.R. Carey,Yes,Abaddon's Gate,James S.A. Corey,,To Say Nothing of the Dog,Connie Willis,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,Gods of Jade and Shadow,Silvia Moreno-Garcia,Yes,The Shadow of the Torturer,Gene Wolfe,,Light from Uncommon Stars,Ryka Aoki,,The Torch that Ignites the Stars,Andrew Rowe,Yes,The Lost Metal,Brandon Sanderson,,The Song of Achilles,Madeline Miller,,A Boy and his Dog at the End of the World,C.A. Fletcher,,The Golden Enclaves,Naomi Novik,,Grave Peril,Jim Butcher,,Who Fears Death,Nnedi Okorafor,Yes,All Systems Red,Martha Wells,Yes,Sea of Tranquility,Emily St. John Mandel,,Her Body and Other Parties,Carmen Maria Machado,Yes,,,,,,,,,,,Borderline,Mishell Baker,Yes,Kings of Paradise,Richard Nell,,Half a King,Joe Abercrombie,Yes,Black Sun,Rebecca Roanhorse,Yes,Djinn City,Saad Z. Hossain,Yes,Three Parts Dead,Max Gladstone,Yes,Kindred,Octavia E. Butler,Yes
159.0,,,The Hourglass Throne,K.D. Edwards,,Eyes of the Void,Adrian Tchaikovsky,Yes,Captain Wu,"Patrice Fitzgerald, Jack Lyster",,Ithaca,Claire North,Yes,Raven Stratagem,Yoon Ha Lee,Yes,Ariadne,Jennifer Saint,Yes,The Blacktongue Thief,Christopher Buehlman,,The Lord of the Rings,J.R.R. Tolkien,,Breaking Chaos,Ben Galley,Yes,The White Rose,Glen Cook,Yes,The Thousand Autumns of Jacob de Zoet,David Mitchell,Yes,Paladin's Hope,T. Kingfisher,Yes,Nona the Ninth,Tamsyn Muir,,Amongst Our Weapons,Ben Aaronovitch,,Rosewater,Tade Thompson,Yes,The Builders,Daniel Polansky,Yes,Hyperion,Dan Simmons,Yes,The Book of Dragons,Jonathan Strahan,Yes,,,,,,,,,,,My Real Children,Jo Walton,Yes,After the Revolution,Robert Evans,,A Fire in the Sun,George Alec Effinger,,Lightblade,Zamil Akhtar,,The Last Uncharted Sky,Curtis Craddock,Yes,Just One Damned Thing After Another,Jodi Taylor,Yes,Solomon's Seal,Skyla Dawn Cameron,Yes
160.0,Five Short Stories,Novel Set in a School or University 2020,Nona the Ninth,Tamsyn Muir,,The Bone Ships,R.J. Barker,Yes,The Mask of Mirrors,M.A. Carrick,,To Say Nothing of the Dog,Connie Willis,,Dawn,Octavia E. Butler,,The Forgotten Beasts of Eld,Patricia A. McKillip,,Kings of Paradise,Richard Nell,,Legends & Lattes,Travis Baldree,,Spear,Nicola Griffith,Yes,Buried Heart,Kate Elliott,Yes,The First Fifteen Lives of Harry August,Claire North,Yes,Dark Rise,C.S. Pacat,,The Golden Enclaves,Naomi Novik,,Deep Secret,Diana Wynne Jones,,A Master of Djinn,P. Djèlí Clark,,Leech,Hiron Ennes,,Replay,Ken Grimwood,Yes,Hell Bent,Leigh Bardugo,,,,,,,,,,,,Flesh and Spirit,Carol Berg,Yes,Timberwolf,Dominic Adler,Yes,The Hollow Places,T. Kingfisher,Yes,The Monsters We Defy,Leslye Penelope,,The Devourers,Indra Das,,Build Your House Around My Body,Violet Kupersmith,Yes,Saint Death's Daughter,C.S.E. Cooney,Yes
161.0,,,A Psalm for the Wild-Built,Becky Chambers,,Dune Messiah,Frank Herbert,Yes,Good Omens,"Neil Gaiman, Terry Pratchett",,Between Two Fires,Christopher Buehlman,,Rendezvous with Rama,Arthur C. Clarke,,Cold Storage,David Koepp,,An Altar on the Village Green,Nathan Hall,,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,,Ring Shout,P. Djèlí Clark,,Return of the Crimson Guard,Ian C. Esslemont,,The Ballad of Black Tom,Victor LaValle,,Pulling the Wings Off Angels,K.J. Parker,,On Lavender Tides,Travis M. Riddle,,Brief Cases,Jim Butcher,,The Palm-Wine Drinkard,Amos Tutuola,,Rogue Protocol,Martha Wells,,Recursion,Blake Crouch,,"Love, Death + Robots: Volume 1",Tim Miller & David Fincher,Yes,,,,,,,,,,,The Haunting of Hill House,Shirley Jackson,,Ghostwater,Will Wight,,Sufficiently Advanced Magic,Andrew Rowe,,Invisible Planets,Ken Liu,,Murder at Spindle Manor,Morgan Stang,,Something Wicked This Way Comes,Ray Bradbury,,The Willful Princess and the Piebald Prince,Robin Hobb,
162.0,,,The Siren Depths,Martha Wells,Yes,The Kaiju Preservation Society,John Scalzi,Yes,"The Gollancz Book of South Asian Science Fiction, (Volume 10",Tarun K. Saint,Yes,Trouble the Saints,Alaya Dawn Johnson,Yes,Bluebird,Ciel Pierlot,Yes,Arkwright,Allen Steele,Yes,The Cruel Prince,Holly Black,Yes,Ella Enchanted,Gail Carson Levine,Yes,The Name of All Things,Jenn Lyons,Yes,Kingshold,D.P. Woolliscroft,Yes,The 22 Murders of Madison May,Max Barry,Yes,Paladin's Strength,T. Kingfisher,Yes,Enchanted Autumn,Ursula Klein,Yes,Raven Mask,Winter Pennington,Yes,A Stranger in Olondria,Sofia Samatar,Yes,Emperor Mollusk versus the Sinister Brain,A. Lee Martinez,Yes,The Paradox Hotel,Rob Hart,Yes,The Starlit Wood,"Dominik Parisien, Navah Wolfe",Yes,,,,,,,,,,,A Long Long Sleep,Amy Sheehan,Yes,Zeroth Law,Guerric Haché,Yes,Age of Assassins,R.J. Barker,Yes,Trail of Lightning,Rebecca Roanhorse,Yes,Second Nature,Jae,Yes,Ten Thousand Stitches,Olivia Atwater,Yes,Diamond Fire,Ilona Andrews,Yes
